Species,Reference Genome,Challenge,Publication,BioProject,BioSample,Experiment,Run,SRA_Sample,donor_identifier,source_name,treatment,cell_type,time_point,sex,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711203,SRX2733713,SRR5444654,SRS2121610,520,MDM-520_H5N1_MOI2_12h,"A/Vietnam/1203/04 (H5N1) HALo, MOI 2",Human Monocyte-Derived Macrophages (MDM),12h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711202,SRX2733714,SRR5444655,SRS2121611,520,MDM-520_H5N1_MOI0_18h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711201,SRX2733715,SRR5444656,SRS2121615,520,MDM-520_H5N1_MOI0_18h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711200,SRX2733716,SRR5444657,SRS2121612,520,MDM-520_H5N1_MOI2_18h,"A/Vietnam/1203/04 (H5N1) HALo, MOI 2",Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711199,SRX2733717,SRR5444658,SRS2121613,520,MDM-520_H5N1_MOI2_18h,"A/Vietnam/1203/04 (H5N1) HALo, MOI 2",Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711198,SRX2733718,SRR5444659,SRS2121614,315,MDM-315_H1N1_MOI0_03h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),03h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711197,SRX2733719,SRR5444660,SRS2121618,315,MDM-315_H1N1_MOI0_03h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),03h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711196,SRX2733720,SRR5444661,SRS2121617,315,MDM-315_H1N1_MOI2_03h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),03h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711258,SRX2733721,SRR5444662,SRS2121616,315,MDM-315_H1N1_MOI2_03h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),03h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711257,SRX2733722,SRR5444663,SRS2121619,315,MDM-315_H1N1_MOI0_06h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),06h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711256,SRX2733723,SRR5444664,SRS2121620,315,MDM-315_H1N1_MOI0_06h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),06h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711255,SRX2733724,SRR5444665,SRS2121623,315,MDM-315_H1N1_MOI2_06h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),06h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711254,SRX2733725,SRR5444666,SRS2121622,315,MDM-315_H1N1_MOI2_06h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),06h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711195,SRX2733726,SRR5444667,SRS2121621,315,MDM-315_H1N1_MOI0_12h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),12h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711253,SRX2733727,SRR5444668,SRS2121624,315,MDM-315_H1N1_MOI0_12h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),12h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711252,SRX2733728,SRR5444669,SRS2121629,315,MDM-315_H1N1_MOI2_12h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),12h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711251,SRX2733729,SRR5444670,SRS2121626,315,MDM-315_H1N1_MOI2_12h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),12h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711250,SRX2733730,SRR5444671,SRS2121627,315,MDM-315_H1N1_MOI0_18h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711249,SRX2733731,SRR5444672,SRS2121628,315,MDM-315_H1N1_MOI0_18h,uninfected (mock control),Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711248,SRX2733732,SRR5444673,SRS2121625,315,MDM-315_H1N1_MOI2_18h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA382632,SAMN06711247,SRX2733733,SRR5444674,SRS2121630,315,MDM-315_H1N1_MOI2_18h,"A/California/04/09 (H1N1), MOI 2",Human Monocyte-Derived Macrophages (MDM),18h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887647,SRX2782237,SRR5506411,SRS2164437,C57BL/6,GSM2598257,A/Wyoming/03/03 (H3N2),Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887646,SRX2782238,SRR5506412,SRS2164438,C57BL/6,GSM2598258,A/Wyoming/03/03 (H3N2),Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887620,SRX2782239,SRR5506389,SRS2164439,C57BL/6,GSM2598235,A/California/04/09 (H1N1),Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887619,SRX2782240,SRR5506390,SRS2164440,C57BL/6,GSM2598236,A/California/04/09 (H1N1),Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887618,SRX2782241,SRR5506391,SRS2164441,C57BL/6,GSM2598237,A/California/04/09 (H1N1),Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887665,SRX2782242,SRR5506392,SRS2164442,C57BL/6,GSM2598238,A/Wyoming/03/03 (H3N2),Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887664,SRX2782243,SRR5506393,SRS2164443,C57BL/6,GSM2598239,A/Wyoming/03/03 (H3N2),Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887663,SRX2782244,SRR5506394,SRS2164444,C57BL/6,GSM2598240,A/Wyoming/03/03 (H3N2),Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887662,SRX2782245,SRR5506395,SRS2164445,C57BL/6,GSM2598241,A/Vietnam/1203/04 (H5N1) HALo,Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887661,SRX2782246,SRR5506396,SRS2164446,C57BL/6,GSM2598242,A/Vietnam/1203/04 (H5N1) HALo,Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887660,SRX2782247,SRR5506397,SRS2164447,C57BL/6,GSM2598243,A/Vietnam/1203/04 (H5N1) HALo,Lung,12h,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887659,SRX2782248,SRR5506398,SRS2164448,C57BL/6,GSM2598244,A/California/04/09 (H1N1),Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887656,SRX2782249,SRR5506399,SRS2164449,C57BL/6,GSM2598245,A/California/04/09 (H1N1),Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887621,SRX2782250,SRR5506400,SRS2164450,C57BL/6,GSM2598246,A/California/04/09 (H1N1),Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887655,SRX2782251,SRR5506401,SRS2164451,C57BL/6,GSM2598247,A/Wyoming/03/03 (H3N2),Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887654,SRX2782252,SRR5506402,SRS2164452,C57BL/6,GSM2598248,A/Wyoming/03/03 (H3N2),Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887653,SRX2782253,SRR5506403,SRS2164453,C57BL/6,GSM2598249,A/Wyoming/03/03 (H3N2),Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887652,SRX2782254,SRR5506404,SRS2164454,C57BL/6,GSM2598250,A/Vietnam/1203/04 (H5N1) HALo,Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887657,SRX2782255,SRR5506405,SRS2164455,C57BL/6,GSM2598251,A/Vietnam/1203/04 (H5N1) HALo,Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887658,SRX2782256,SRR5506406,SRS2164456,C57BL/6,GSM2598252,A/Vietnam/1203/04 (H5N1) HALo,Lung,01d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887650,SRX2782258,SRR5506408,SRS2164457,C57BL/6,GSM2598254,A/California/04/09 (H1N1),Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887651,SRX2782257,SRR5506407,SRS2164458,C57BL/6,GSM2598253,A/California/04/09 (H1N1),Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887649,SRX2782259,SRR5506409,SRS2164459,C57BL/6,GSM2598255,A/California/04/09 (H1N1),Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887648,SRX2782260,SRR5506410,SRS2164460,C57BL/6,GSM2598256,A/Wyoming/03/03 (H3N2),Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887645,SRX2782261,SRR5506413,SRS2164461,C57BL/6,GSM2598259,A/Vietnam/1203/04 (H5N1) HALo,Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887644,SRX2782262,SRR5506414,SRS2164462,C57BL/6,GSM2598260,A/Vietnam/1203/04 (H5N1) HALo,Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887643,SRX2782263,SRR5506415,SRS2164463,C57BL/6,GSM2598261,A/Vietnam/1203/04 (H5N1) HALo,Lung,02d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887642,SRX2782264,SRR5506416,SRS2164464,C57BL/6,GSM2598262,A/California/04/09 (H1N1),Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887641,SRX2782265,SRR5506417,SRS2164465,C57BL/6,GSM2598263,A/California/04/09 (H1N1),Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887639,SRX2782267,SRR5506419,SRS2164466,C57BL/6,GSM2598265,A/Wyoming/03/03 (H3N2),Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887640,SRX2782266,SRR5506418,SRS2164467,C57BL/6,GSM2598264,A/California/04/09 (H1N1),Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887638,SRX2782268,SRR5506420,SRS2164468,C57BL/6,GSM2598266,A/Wyoming/03/03 (H3N2),Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887637,SRX2782269,SRR5506421,SRS2164469,C57BL/6,GSM2598267,A/Wyoming/03/03 (H3N2),Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887636,SRX2782270,SRR5506422,SRS2164470,C57BL/6,GSM2598268,A/Vietnam/1203/04 (H5N1) HALo,Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887635,SRX2782271,SRR5506423,SRS2164471,C57BL/6,GSM2598269,A/Vietnam/1203/04 (H5N1) HALo,Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887634,SRX2782272,SRR5506424,SRS2164472,C57BL/6,GSM2598270,A/Vietnam/1203/04 (H5N1) HALo,Lung,03d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887633,SRX2782273,SRR5506425,SRS2164473,C57BL/6,GSM2598271,A/California/04/09 (H1N1),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887632,SRX2782274,SRR5506426,SRS2164474,C57BL/6,GSM2598272,A/California/04/09 (H1N1),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887631,SRX2782275,SRR5506427,SRS2164475,C57BL/6,GSM2598273,A/California/04/09 (H1N1),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887630,SRX2782276,SRR5506428,SRS2164476,C57BL/6,GSM2598274,A/Wyoming/03/03 (H3N2),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887629,SRX2782277,SRR5506429,SRS2164477,C57BL/6,GSM2598275,A/Wyoming/03/03 (H3N2),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887628,SRX2782278,SRR5506430,SRS2164478,C57BL/6,GSM2598276,A/Wyoming/03/03 (H3N2),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887626,SRX2782280,SRR5506432,SRS2164479,C57BL/6,GSM2598278,A/Vietnam/1203/04 (H5N1) HALo,Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887627,SRX2782279,SRR5506431,SRS2164480,C57BL/6,GSM2598277,A/Vietnam/1203/04 (H5N1) HALo,Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887625,SRX2782281,SRR5506433,SRS2164481,C57BL/6,GSM2598279,A/Vietnam/1203/04 (H5N1) HALo,Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887624,SRX2782282,SRR5506434,SRS2164482,C57BL/6,GSM2598280,uninfected (mock control),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887622,SRX2782284,SRR5506436,SRS2164483,C57BL/6,GSM2598282,uninfected (mock control),Lung,04d,,,,,
Mus musculus,Mus_musculus,Influenza,,PRJNA385346,SAMN06887623,SRX2782283,SRR5506435,SRS2164484,C57BL/6,GSM2598281,uninfected (mock control),Lung,04d,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA305099,SAMN04317000,SRX1462998,SRR2973689,SRS1190386,,GSM1964309,control,Primary normal human bronchial epithelial (NHBE) cells,control,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA305099,SAMN04317001,SRX1462999,SRR2973690,SRS1190385,,GSM1964310,control,Primary normal human bronchial epithelial (NHBE) cells,control,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA305099,SAMN04317002,SRX1463000,SRR2973691,SRS1190384,,GSM1964311,infected A/PR/8/34 influenza virus (MOI = 1),Primary normal human bronchial epithelial (NHBE) cells,8 hour infection,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA305099,SAMN04317003,SRX1463001,SRR2973692,SRS1190383,,GSM1964312,infected A/PR/8/34 influenza virus (MOI = 1),Primary normal human bronchial epithelial (NHBE) cells,8 hour infection,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA305099,SAMN04317004,SRX1463002,SRR2973693,SRS1190382,,GSM1964313,infected A/PR/8/34 influenza virus (MOI = 1),Primary normal human bronchial epithelial (NHBE) cells,24 hour infection,,,,,
Homo sapiens,Homo_sapiens,Influenza,,PRJNA305099,SAMN04317005,SRX1463003,SRR2973694,SRS1190381,,GSM1964314,infected A/PR/8/34 influenza virus (MOI = 1),Primary normal human bronchial epithelial (NHBE) cells,24 hour infection,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902447,SRX645380,SRR1506068,SRS653547,,GSM1426210,High Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902448,SRX645381,SRR1506069,SRS653546,,GSM1426211,High Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902449,SRX645382,SRR1506070,SRS653548,,GSM1426212,Sepsis-induced Death,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902450,SRX645383,SRR1506071,SRS653549,,GSM1426213,High Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902451,SRX645384,SRR1506072,SRS653550,,GSM1426214,Sepsis-induced Death,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902452,SRX645385,SRR1506073,SRS653551,,GSM1426215,Baseline Control,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902453,SRX645386,SRR1506074,SRS653552,,GSM1426216,Baseline Control,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902454,SRX645387,SRR1506075,SRS653553,,GSM1426217,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902455,SRX645388,SRR1506076,SRS653555,,GSM1426218,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902456,SRX645389,SRR1506077,SRS653554,,GSM1426219,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902457,SRX645390,SRR1506078,SRS653556,,GSM1426220,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902458,SRX645391,SRR1506079,SRS653557,,GSM1426221,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902459,SRX645392,SRR1506080,SRS653558,,GSM1426222,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902460,SRX645393,SRR1506081,SRS653559,,GSM1426223,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902461,SRX645394,SRR1506082,SRS653560,,GSM1426224,Low Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902462,SRX645395,SRR1506083,SRS653561,,GSM1426225,High Dose Challenge,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902463,SRX645396,SRR1506084,SRS653562,,GSM1426226,Sepsis-induced Death,lung,,,,,,
Macaca fascicularis,Macaca_fascicularis,E. coli,,PRJNA254331,SAMN02902464,SRX645397,SRR1506085,SRS653563,,GSM1426227,Sepsis-induced Death,lung,,,,,,
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415058,SRX3035801,SRR5868189,SRS2384277,,GSM2717641,stimulation with live E. coli,neonatal monocyte,,male,Y,spontaneous vertex delivery,Y,1485
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415120,SRX3035803,SRR5868191,SRS2384280,,GSM2717643,Unstimulated,neonatal monocyte,,male,Y,spontaneous vertex delivery,Y,1485
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415119,SRX3035804,SRR5868192,SRS2384279,,GSM2717644,stimulation with live E. coli,neonatal monocyte,,female,Y,spontaneous vertex delivery,Y,1585
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415117,SRX3035806,SRR5868194,SRS2384282,,GSM2717646,Unstimulated,neonatal monocyte,,female,Y,spontaneous vertex delivery,Y,1585
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415116,SRX3035807,SRR5868195,SRS2384284,,GSM2717647,stimulation with live E. coli,neonatal monocyte,,female,N,spontaneous vertex delivery,Y,1740
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415114,SRX3035809,SRR5868197,SRS2384285,,GSM2717649,Unstimulated,neonatal monocyte,,female,N,spontaneous vertex delivery,Y,1740
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415113,SRX3035810,SRR5868198,SRS2384286,,GSM2717650,stimulation with live E. coli,neonatal monocyte,,male,N,spontaneous vertex delivery,Y,1645
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415111,SRX3035812,SRR5868200,SRS2384287,,GSM2717652,Unstimulated,neonatal monocyte,,male,N,spontaneous vertex delivery,Y,1645
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415110,SRX3035813,SRR5868201,SRS2384289,,GSM2717653,stimulation with live E. coli,neonatal monocyte,,female,N,spontaneous vertex delivery,N,1520
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415108,SRX3035815,SRR5868203,SRS2384291,,GSM2717655,Unstimulated,neonatal monocyte,,female,N,spontaneous vertex delivery,N,1520
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415106,SRX3035817,SRR5868205,SRS2384293,,GSM2717657,Unstimulated,neonatal monocyte,,male,N,cesarean section,N,1585
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415105,SRX3035818,SRR5868206,SRS2384295,,GSM2717658,stimulation with live E. coli,neonatal monocyte,,male,N,cesarean section,Y,1440
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415103,SRX3035820,SRR5868208,SRS2384296,,GSM2717660,Unstimulated,neonatal monocyte,,male,N,cesarean section,Y,1440
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415102,SRX3035821,SRR5868209,SRS2384297,,GSM2717661,stimulation with live E. coli,neonatal monocyte,,male,N,cesarean section,N,1515
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415101,SRX3035822,SRR5868210,SRS2384298,,GSM2717662,Unstimulated,neonatal monocyte,,male,N,cesarean section,N,1515
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415100,SRX3035823,SRR5868211,SRS2384299,,GSM2717663,stimulation with live E. coli,neonatal monocyte,,male,N,cesarean section,N,1545
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415098,SRX3035825,SRR5868213,SRS2384302,,GSM2717665,Unstimulated,neonatal monocyte,,male,N,cesarean section,N,1545
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415097,SRX3035826,SRR5868214,SRS2384301,,GSM2717666,stimulation with live E. coli,neonatal monocyte,,female,N,cesarean section,Y,1600
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415095,SRX3035828,SRR5868216,SRS2384304,,GSM2717668,Unstimulated,neonatal monocyte,,female,N,cesarean section,Y,1600
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415094,SRX3035829,SRR5868217,SRS2384305,,GSM2717669,stimulation with live E. coli,neonatal monocyte,,male,N,cesarean section,N,1780
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415073,SRX3035831,SRR5868219,SRS2384307,,GSM2717671,Unstimulated,neonatal monocyte,,male,N,cesarean section,N,1780
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415072,SRX3035832,SRR5868220,SRS2384308,,GSM2717672,stimulation with live E. coli,neonatal monocyte,,female,N,cesarean section,N,2700
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415070,SRX3035834,SRR5868222,SRS2384310,,GSM2717674,Unstimulated,neonatal monocyte,,female,N,cesarean section,N,2700
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415069,SRX3035835,SRR5868223,SRS2384311,,GSM2717675,stimulation with live E. coli,neonatal monocyte,,male,N,cesarean section,N,2915
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415067,SRX3035837,SRR5868225,SRS2384313,,GSM2717677,Unstimulated,neonatal monocyte,,male,N,cesarean section,N,2915
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415066,SRX3035838,SRR5868226,SRS2384315,,GSM2717678,stimulation with live E. coli,neonatal monocyte,,male,N,cesarean section,N,3630
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415064,SRX3035840,SRR5868228,SRS2384316,,GSM2717680,Unstimulated,neonatal monocyte,,male,N,cesarean section,N,3630
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415063,SRX3035841,SRR5868229,SRS2384317,,GSM2717681,stimulation with live E. coli,neonatal monocyte,,female,N,cesarean section,N,3170
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415061,SRX3035843,SRR5868231,SRS2384318,,GSM2717683,Unstimulated,neonatal monocyte,,female,N,cesarean section,N,3170
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415060,SRX3035844,SRR5868232,SRS2384320,,GSM2717684,stimulation with live E. coli,neonatal monocyte,,female,N,cesarean section,N,2950
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415136,SRX3035846,SRR5868234,SRS2384322,,GSM2717686,Unstimulated,neonatal monocyte,,female,N,cesarean section,N,2950
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415135,SRX3035847,SRR5868235,SRS2384323,,GSM2717687,stimulation with live E. coli,neonatal monocyte,,male,N,cesarean section,N,1065
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415133,SRX3035849,SRR5868237,SRS2384326,,GSM2717689,Unstimulated,neonatal monocyte,,male,N,cesarean section,N,1065
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415132,SRX3035850,SRR5868238,SRS2384325,,GSM2717690,stimulation with live E. coli,neonatal monocyte,,male,N,spontaneous vertex delivery,Y,1655
Homo sapiens,Homo_sapiens,E. coli,,PRJNA395845,SAMN07415130,SRX3035852,SRR5868240,SRS2384328,,GSM2717692,Unstimulated,neonatal monocyte,,male,N,spontaneous vertex delivery,Y,1655
Homo sapiens,Homo_sapiens,E. coli,,PRJNA285798,SAMN03759871,SRX1047667,SRR2049586,SRS952081,,GSM1703029,healthy children with bacterial colonization,Whole blood,,,&lt;2 year-old,Control,EPEC,Control
Homo sapiens,Homo_sapiens,E. coli,,PRJNA285798,SAMN03759872,SRX1047668,SRR2049587,SRS952045,,GSM1703030,healthy children with bacterial colonization,Whole blood,,,2 year-old or older,Control,EPEC,Control
Homo sapiens,Homo_sapiens,E. coli,,PRJNA285798,SAMN03759873,SRX1047669,SRR2049588,SRS952080,,GSM1703031,healthy children without bacterial colonization,Whole blood,,,&lt;2 year-old,Control,Negative,Control
